NOME_PRODUTO;PRINCIPIO_ATIVO;EMPRESA;CLASSE_TERAPEUTICA;NUMERO_REGISTRO
DEFRIK;CLORIDRATO DE DEXMEDETOMIDINA;17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A;HIPNOTICOS;103700766
Efluelda;CEPA INFLUENZA TIPO B + CEPA INFLUENZA TIPO A (H1N1) + CEPA INFLUENZA TIPO A (H3N2) + CEPA INFLUENZA TIPO B;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;VACINAS;183260489
JARDIANCE DUO;CLORIDRATO DE METFORMINA + EMPAGLIFLOZINA;60831658000177 - BOEHRINGER INGELHEIM DO BRASIL QUÍMICA E FARMACÊUTICA LTDA.;ANTIDIABETICOS;103670178
LOLITA;ACETATO DE CLORMADINONA + ETINILESTRADIOL;05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;ANTICONCEPCIONAIS;167730676
OCYLIN;AMOXICILINA TRI-HIDRATADA;92265552000905 - MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;PENICILINA DE AMPLO ESPECTRO;118190266
RESFEGRIPE;CLORIDRATO DE FENILEFRINA + MALEATO DE CLORFENIRAMINA + PARACETAMOL;92265552000905 - MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;PRODUTOS PARA TERAPIA SINTOMATICA DA GRIPE;118190268
RUNNER;ROSUVASTATINA CÁLCICA;60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;ANTILIPEMICOS;105730007
SUAVICID ONE;TRETINOÍNA;05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS;167730677
TALZENNA;TOSILATO DE TALAZOPARIBE;61072393000133 - WYETH INDÚSTRIA FARMACÊUTICA LTDA;ANTINEOPLASICO;121100482
VOEXTOR;BROMIDRATO DE VORTIOXETINA;61230314000175 - LIBBS FARMACÊUTICA LTDA;ANTIDEPRESSIVOS;100330215
BENALQ;CLORIDRATO DE BENDAMUSTINA;05333542000108 - TEVA FARMACÊUTICA LTDA.;ANTINEOPLASICOS CITOTOXICOS;155730047
BILARGOS;BILASTINA;05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;ANTI-HISTAMINICOS SISTEMICOS;167730678
BIOVARIXON;DIOSMINA + HESPERIDINA;30222814000131 - VITAMEDIC INDUSTRIA FARMACEUTICA LTDA;ANTIVARICOSOS DE ACAO SISTEMICA;103920203
DNAREN;DICLOFENACO SÓDICO;58430828000160 - BLAU FARMACÊUTICA S.A.;ANTINFLAMATORIOS ANTIREUMATICOS;116370177
FEMS;CLOTRIMAZOL;57507378000365 - EMS S/A;ANTIMICOTICOS PARA USO TOPICO;102351406
FUROSETRON;FUROSEMIDA;58430828000160 - BLAU FARMACÊUTICA S.A.;DIURETICOS SIMPLES;116370178
GEFIB;GEFITINIB;24633934000129 - CAMBER FARMACEUTICA LTDA;ANTINEOPLASICO;165070019
HADLIMA;ADALIMUMABE;24563776000188 - SAMSUNG BIOEPIS BR PHARMACEUTICAL LTDA.;ANTINFLAMATORIOS ANTIREUMATICOS;159210004
INSTAURA;SUGAMADEX SÓDICO;05333542000108 - TEVA FARMACÊUTICA LTDA.;OUTROS PRODS NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;155730061
ONDAVON;CLORIDRATO DE ONDANSETRONA DI-HIDRATADO;05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;ANTIEMETICOS E ANTINAUSEANTES;155840628
PADCEV;ENFORTUMABE VEDOTINA;55980684000127 - ZODIAC PRODUTOS FARMACÊUTICOS S/A;AGENTES ANTINEOPLÁSICOS;122140119
PETAMIG;PETASITES HYBRIDUS (L.) GAERTN. + B. MEY. ET SCHERB;78950011000120 - HERBARIUM LABORATORIO BOTANICO LTDA;OUTRAS PREPARAÇÕES ANTIENXAQUECA;118600103
PULGE;GEFITINIBE;08157293000127 - NATCOFARMA DO BRASIL LTDA;ANTINEOPLASICO;182610014
SONIC;CLORIDRATO DE TRAZODONA;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;ANTIDEPRESSIVOS;100431435
TAXONTAS;DOCETAXEL;64171697000146 - ACCORD FARMACÊUTICA LTDA;AGENTES ANTINEOPLÁSICOS;155370104
TELD HCT;HIDROCLOROTIAZIDA + TELMISARTANA;33078528000132 - TORRENT DO BRASIL LTDA;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS;105250101
VISIOPRED;ACETATO DE PREDNISOLONA;03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A;GLICOCORTICOIDES TOPICO OFTALMOLOGICO SIMPLES;154230331
ZOAF;HEMITARTARATO DE ZOLPIDEM;33078528000132 - TORRENT DO BRASIL LTDA;HIPNOTICOS;105250100
lamivudina + dolutegravir sódico;LAMIVUDINA + DOLUTEGRAVIR SÓDICO;33781055000135 - FUNDAÇÃO OSWALDO CRUZ;ANTIRETROVIRAL;110630161
testosterona;TESTOSTERONA;11082598000121 - BESINS HEALTHCARE BRASIL COMERCIAL E DISTRIBUIDORA DE MEDICAMEN;HORMONIOS SEXUAIS EXCLUSIVE OCITOCICOS;187590008
PREVPULBANA;RIVAROXABANA;17875154000120 - MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.;AGENTES ANTITROMBÓTICOS;109170125
ROCAB;CLORIDRATO DE ERLOTINIBE;57507378000365 - EMS S/A;ANTINEOPLASICO;102351407
DIZDY;DESLORATADINA;17562075000169 - CIFARMA CIENTÍFICA FARMACÊUTICA LTDA;ANTI-HISTAMINICOS SISTEMICOS;115600244
LEUX;HIDROXIUREIA;44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;OUTROS ANTINEOPLASICOS;102980573
ACECORTHYL;ACETATO DE HIDROCORTISONA;17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;103700768
Blugrip Pelargonium;PELARGONIUM SIDOIDES DC.;05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;PRODUTO P.TERAPIA SINTOMATICA DA GRIPE;155840629
ENOPPROZ;OMEPRAZOL;33247743000110 - GLAXOSMITHKLINE BRASIL LTDA;ANTIULCEROSOS;101070357
LISADOR CÓLICA;BUTILBROMETO DE ESCOPOLAMINA + DIPIRONA MONOIDRATADA;61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC MEDICAMENTOSAS;178170928
SONOZZZ;PASSIFLORA INCARNATA L.;59476770000158 - PROCTER & GAMBLE DO BRASIL LTDA;ANSIOLITICOS SIMPLES + FITOTERAPICO SIMPLES;121420674
SUJMA;SUGAMADEX SÓDICO;24633934000129 - CAMBER FARMACEUTICA LTDA;OUTROS PRODS NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;165070021
ácido clavulânico + amoxicilina;AMOXICILINA SÓDICA + CLAVULANATO DE POTÁSSIO;58430828000160 - BLAU FARMACÊUTICA S.A.;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS;116370180
BENEGRIP MULTI FEBRE E DOR;PARACETAMOL;61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;ANALGESICOS NAO NARCOTICOS;178170930
BUSCOPAN PEDIÁTRICO;BUTILBROMETO DE ESCOPOLAMINA;61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;ANTIESPASMODICOS E ANTICOLINERGICOS GASTRINTESTINAIS;178170929
OXCENE;MONTELUCASTE DE SÓDIO;60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;ANTIASMATICOS;105730013
AKYNZEO IV;CLORIDRATO CLORETO DE FOSNETUPITANTO + CLORIDRATO DE PALONOSETRONA;15127898000130 - MUNDIPHARMA BRASIL PRODUTOS MÉDICOS E FARMACÊUTICOS LTDA;ANTIEMETICOS E ANTINAUSEANTES;191980013
APIXNEO;APIXABANA;05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;ANTICOAGULANTES;155840636
NALBLI;CLORIDRATO DE NALBUFINA;01571702000198 - HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA;ANALGESICOS NARCOTICOS;103110184
DORSPAN COMPOSTO;BUTILBROMETO DE ESCOPOLAMINA + DIPIRONA MONOIDRATADA;57507378000365 - EMS S/A;ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC MEDICAMENTOSAS;102351408
HYALI;SULFATO DE GLICOSAMINA CLORETO DE SÓDIO;92695691000103 - KLEY HERTZ FARMACEUTICA S.A;OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO;106890208
IBUPROTRAT CM;IBUPROFENO;02456955000183 - NATULAB LABORATÓRIO S.A;ANALGESICOS NAO NARCOTICOS;138410075
LACTULOSE;LACTULOSE;19570720000110 - HIPOLABOR FARMACEUTICA LTDA;LAXANTES;113430214
LAKOS;LACOSAMIDA;61230314000175 - LIBBS FARMACÊUTICA LTDA;ANTICONVULSIVANTES;100330217
ZAPLAM;CLONAZEPAM;44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;ANTICONVULSIVANTES;102980574
ZEVTERA;CEFTOBIPROL MEDOCARILA SÓDICO;68949239000146 - UNITED MEDICAL LTDA;ANTIINFECCIOSOS PARA USO SISTÊMICO;125760035
lenalidomida;LENALIDOMIDA;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;OUTROS AGENTES IMUNOSSUPRESSORES;100431441
BRYST;FULVESTRANTO;61282661000141 - LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;ANTINEOPLASICO;106460224
COLIHELP;BUTILBROMETO DE ESCOPOLAMINA + DIPIRONA MONOIDRATADA;05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC MEDICAMENTOSAS;155840638
DODOY;DIPIRONA MONOIDRATADA;68240779000156 - JARRELL FARMACÊUTICA LTDA EPP;ANALGESICOS;109060089
SYMDULOR;TROMETAMOL CETOROLACO;55980684000127 - ZODIAC PRODUTOS FARMACÊUTICOS S/A;ANTINFLAMATORIOS;122140121
TESTOGEL;TESTOSTERONA;11082598000121 - BESINS HEALTHCARE BRASIL COMERCIAL E DISTRIBUIDORA DE MEDICAMEN;HORMONIOS SEXUAIS EXCLUSIVE OCITOCICOS;187590010
ALMINDA;TICAGRELOR;60318797000100 - ASTRAZENECA DO BRASIL LTDA;ANTIAGREGANTE PLAQUETARIO;116180294
NUVYOR;LENALIDOMIDA;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;OUTROS AGENTES IMUNOSSUPRESSORES;100431442
RALZIN;CLORIDRATO DE SERTRALINA;73856593000166 - PRATI DONADUZZI & CIA LTDA;ANTIDEPRESSIVOS;125680326
TARBET;TARTARATO DE METOPROLOL;17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A;AGENTES BETABLOQUEADORES;103700769
TRIVIFEME;TINIDAZOL + TIOCONAZOL;60726692000181 - MARJAN INDÚSTRIA E COMÉRCIO LTDA;PRODS GINECOLOGICOS ANTINFECC TOPICOS ASSOC MEDICAMENTOSAS;101550251
CALRECIA;CLORETO DE CÁLCIO DI-HIDRATADO;01440590000136 - FRESENIUS MEDICAL CARE LTDA;PRODUTOS PARA HEMODIALISE;132230112
INLUPE;DICLOFENACO SÓDICO;49324221000104 - FRESENIUS KABI BRASIL LTDA;ANTINFLAMATORIOS ANTIREUMATICOS;100410232
KYNTHEUM;BRODALUMABE;11424477000110 - LEO PHARMA LTDA;IMUNOMODULADOR;185690015
OLMECOR TRIPLO;BESILATO DE ANLODIPINO + HIDROCLOROTIAZIDA + OLMESARTANA MEDOXOMILA;33078528000132 - TORRENT DO BRASIL LTDA;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS;105250103
XAB;RIVAROXABANA;60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;ANTITROMBOTICO;104971503
cloridrato de ondansetrona dihidratado;CLORIDRATO DE ONDANSETRONA DI-HIDRATADO;57507378000365 - EMS S/A;ANTIEMETICOS E ANTINAUSEANTES;102351409
ELOME;BORTEZOMIBE;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;AGENTES ANTINEOPLÁSICOS E IMUNOMODULADORES;100431444
JULUCA;CLORIDRATO DE RILPIVIRINA + DOLUTEGRAVIR SÓDICO;33247743000110 - GLAXOSMITHKLINE BRASIL LTDA;ANTIRETROVIRAL;101070358
ORFADIN;NITISINONA;21810980000168 - INNOVATIVE MEDICINES BRASIL SP DISTRIBUICAO DE MEDICAMENTOS LTD;OUTROS PRODUTOS PARA O TRATO ALIMENTAR E METABOLISMO;138400002
TEZSPIRE;TEZEPELUMABE;60318797000100 - ASTRAZENECA DO BRASIL LTDA;;116180295
ALGY GOTAS;IBUPROFENO;30222814000131 - VITAMEDIC INDUSTRIA FARMACEUTICA LTDA;ANALGESICOS NAO NARCOTICOS;103920205
GLAMETIX;ACETATO DE GLATIRÂMER;04748181000947 - LABORATÓRIOS BAGÓ DO BRASIL S/A;IMUNOMODULADOR;156260032
fenilbutazona cálcica;FENILBUTAZONA CÁLCICA;30222814000131 - VITAMEDIC INDUSTRIA FARMACEUTICA LTDA;ANTINFLAMATORIOS ANTIREUMATICOS;103920204
BDEXBRAUN;CLORIDRATO DE DEXMEDETOMIDINA;31673254000102 - LABORATÓRIOS B. BRAUN S/A;HIPNOTICOS;100850243
NACFLU;ACETILCISTEÍNA;61100004000136 - ZAMBON LABORATÓRIOS FARMACÊUTICOS LTDA.;EXPECTORANTES BALSAMICOS E MUCOLITICO;100849958
POMALYST;POMALIDOMIDA;56998982000107 - BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;AGENTE IMUNOSUPRESSOR;101800412
CYFENOL CAF;CAFEÍNA ANIDRA + PARACETAMOL;17562075000169 - CIFARMA CIENTÍFICA FARMACÊUTICA LTDA;ANALGESICOS NAO NARCOTICOS;115600246
KOKSARA;DOCETAXEL TRIIDRATADO;61282661000141 - LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;ANTINEOPLASICOS CITOTOXICOS;106460225
PAXIB;APIXABANA;60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;ANTITROMBOTICO;105730014
PEPSAMAR PLUS;CARBONATO DE CÁLCIO + HIDRÓXIDO DE ALUMÍNIO + HIDRÓXIDO DE MAGNÉSIO;05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;ANTIACIDO;155840640
PRALÍVIO;IBUPROFENO;02814497000107 - CIMED INDUSTRIA S.A;ANALGESICOS NAO NARCOTICOS;143810282
RISPXAN;RISPERIDONA;17115437000173 - LABORATÓRIO GLOBO SA;NEUROLEPTICOS;105350229
XAROPE BENETOSSE;HEDERA HELIX L.;61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;EXPECTORANTES SIMPLES;178170932
BIPOLIT;CARBONATO DE LÍTIO;19570720000110 - HIPOLABOR FARMACEUTICA LTDA;ANTIDEPRESSIVOS;113430215
CAPSPLAN;SENNA ALEXANDRINA MILL.;35356799000138 - LAPON INDUSTRIA FARMACEUTICA LTDA - EPP;FITOTERAPICO SIMPLES + LAXANTES;120600032
FIDEGERP;PROTEÍNA C;60397775000174 - TAKEDA PHARMA LTDA.;FRACOES DO SANGUE OU PLASMA EXCETO GAMAGLOBULINA;106390306
FLANDY;ACECLOFENACO;30222814000131 - VITAMEDIC INDUSTRIA FARMACEUTICA LTDA;ANTINFLAMATORIOS;103920206
LAZUC;ARIPIPRAZOL;60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;ANTIPSICOTICOS;105730017
OKSANA;ESILATO DE NINTEDANIBE;73663650000190 - RANBAXY FARMACÊUTICA LTDA;ANTINEOPLASICO;123520288
RIVOXX;RIVAROXABANA;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;AGENTES ANTITROMBÓTICOS;100431445
RPHPYRO;PIROFOSFATO TETRASSÓDICO DECAIDRATADO;04891262000144 - MJM PRODUTOS FARMACEUTICOS E DE RADIOPROTEÇÃO LTDA;AGENTES DIAGNOSTICOS NAO RADIOATIVOS;173590006
RUNNER EZE;EZETIMIBA + ROSUVASTATINA CÁLCICA;60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;ANTILIPEMICOS;105730018
VALERIL;VALERIANA OFFICINALIS L.;35356799000138 - LAPON INDUSTRIA FARMACEUTICA LTDA - EPP;ANSIOLITICOS SIMPLES + FITOTERAPICO SIMPLES;120600031
VARIZAN CASTANHA DA ÍNDIA;AESCULUS HIPPOCASTANUM L.;35356799000138 - LAPON INDUSTRIA FARMACEUTICA LTDA - EPP;ANTIVARICOSOS DE ACAO SISTEMICA + FITOTERAPICO SIMPLES;120600030
dimenidrinato + cloridrato de piridoxina;CLORIDRATO DE PIRIDOXINA + DIMENIDRINATO;30222814000131 - VITAMEDIC INDUSTRIA FARMACEUTICA LTDA;ANTIEMETICOS E ANTINAUSEANTES;103920207
BUPROLIVIUM;IBUPROFENO;92695691000103 - KLEY HERTZ FARMACEUTICA S.A;ANALGESICOS NAO NARCOTICOS;106890209
LAXBEN;BISACODIL;17562075000169 - CIFARMA CIENTÍFICA FARMACÊUTICA LTDA;LAXANTES IRRITANTES OU ESTIMULANTES;115600247
DOISK 180;MENAEPTENONA;49475833000106 - BIOLAB SANUS FARMACÊUTICA LTDA;MEDICAMENTOS AFETANDO A ESTRUTURA ÓSSEA E MINERALIZAÇÃO;109740358
MIRADOR CÓLICA;BUTILBROMETO DE ESCOPOLAMINA + DIPIRONA MONOIDRATADA;05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC MEDICAMENTOSAS;155840641
SILIMALON LIV;SILYBUM MARIANUM (L.) GAERTN;05254971000181 - ZYDUS NIKKHO FARMACÊUTICA LTDA;COLAGOGOS, COLERETICOS E HEPATOPROTETORES;156510098
ABRIC;ACEBROFILINA;60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;OUTROS PRODUTOS PARA O APARELHO RESPIRATORIO;105730019
COGUM;CLORIDRATO DE DONEPEZILA MONOIDRATADO + CLORIDRATO DE MEMANTINA;61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;178170935
DORENXAQ;DIPIRONA + DIPIRONA MONOIDRATADA;02456955000183 - NATULAB LABORATÓRIO S.A;ANALGESICOS;138410076
PRAALERGIA;CLORIDRATO DE FEXOFENADINA;02814497000107 - CIMED INDUSTRIA S.A;ANTI-HISTAMINICOS SISTEMICOS;143810284
PRALÍVIO MULHER;IBUPROFENO;02814497000107 - CIMED INDUSTRIA S.A;ANALGESICOS NAO NARCOTICOS;143810283
QUEVATRYL;CLORIDRATO DE GRANISETRONA;01571702000198 - HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA;ANTIEMETICOS E ANTINAUSEANTES;103110185
TRIGLID;CIPROFIBRATO;60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;ANTILIPEMICOS;105730020
ARDRO;SULFATO DE GLICOSAMINA + SULFATO DE GLICOSAMINA CLORETO DE SÓDIO + SULFATO DISSÓDICO DE CONDROITINA;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO;100431447
DURAV;DUTASTERIDA;60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;INIBIDOR DA ALFA-REDUTASE;105730022
FOQ XR;CLORIDRATO DE METILFENIDATO;61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;PSICOANALETICOS;178170937
HARPAGON;HARPAGOPHYTUM PROCUMBENS DC. EX MEISSN.;17562075000169 - CIFARMA CIENTÍFICA FARMACÊUTICA LTDA;ANTINFLAMATORIOS ANTIREUMATICOS + FITOTERAPICO SIMPLES;115600248
LENZETTO;ESTRADIOL HEMI-HIDRATADO;12134906000269 - GEDEON RICHTER DO BRASIL IMPORTADORA, EXPORTADORA E DISTRIBUIDO;HORMONIOS SEXUAIS EXCLUSIVE OCITOCICOS;191290003
MULTIPIRAL;DIPIRONA MONOIDRATADA;92265552000905 - MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;ANALGESICOS NAO NARCOTICOS;118190366
Saphnelo;ANIFROLUMABE;60318797000100 - ASTRAZENECA DO BRASIL LTDA;IMUNODEPRESSOR;116180296
ZEVUXA;DASATINIBE MONOIDRATADO;57507378000365 - EMS S/A;ANTINEOPLASICO;102351412
eszopiclona;ESZOPICLONA;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;HIPNOTICOS;100431449
fumarato de formoterol di-hidratado + propionato de fluticasona;FUMARATO DE FORMOTEROL DI-HIDRATADO + PROPIONATO DE FLUTICASONA;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;ANTIASMATICOS;100431448
ADEZI;SULFATO DE GLICOSAMINA + SULFATO DE CONDROITINA;60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO;105730023
ECHINACEA VITALAB;ECHINACEA PURPUREA (L.) MOENCH;56646953000186 - LABORATORIO VITALAB LTDA;FITOTERAPICO SIMPLES + IMUNOMODULADOR + OUTROS PRODUTOS COM ACAO NO TRATO URINARIO + PRODUTO PARA O A;154000051
TALAG;TADALAFILA;60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;VASODILATADORES;105730025
CARVYKTI®;CILTACABTAGENO AUTOLEUCEL;51780468000187 - JANSSEN-CILAG FARMACÊUTICA LTDA;OUTROS ANTINEOPLASICOS;112363437
HULIO;ADALIMUMABE;11643096000122 - MYLAN LABORATORIOS LTDA;ANTIINFLAMATÓRIOS E ANTIREUMÁTICOS;188300093
DRIVOM B6;DIMENIDRINATO + CLORIDRATO DE PIRIDOXINA;30222814000131 - VITAMEDIC INDUSTRIA FARMACEUTICA LTDA;ANTIEMETICOS E ANTINAUSEANTES;103920210
Vacina meningocócica ACWY (conjugada);POLISSACARÍDEO DE NEISSERIA MENINGITIDIS DO SOROGRUPO A CONJUGADO A PROTEÍNA CARREADORA TOXOIDE TETÂNICO + POLISSACARÍDEO DE NEISSERIA MENINGITIDIS DO SOROGRUPO C CONJUGADO A PROTEÍNA CARREADORA TOXOIDE TETÂNICO + POLISSACARÍDEO DE NEISSERIA MENINGITIDIS DO SOROGRUPO Y CONJUGADO A PROTEÍNA CARREADORA TOXOIDE TETÂNICO + POLISSACARÍDEO DE NEISSERIA MENINGITIDIS DO SOROGRUPO W;61821344000156 - INSTITUTO BUTANTAN;VACINAS;122340049
XENPOZYME;ALFAOLIPUDASE;10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.;OUTROS PRODS NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;183260493
bussulfano;BUSSULFANO;64171697000146 - ACCORD FARMACÊUTICA LTDA;ANTINEOPLASICOS CITOTOXICOS;155370107
CEFTAZIDIMA PENTAIDRATADA + AVIBACTAM SODICO;CEFTAZIDIMA PENTAIDRATADA + AVIBACTAM SÓDICO;61072393000133 - PFIZER BRASIL LTDA;ANTIBACTERIANOS PARA USO SISTÊMICO;121100485
ELATIUM;BROMIDRATO DE GALANTAMINA;73856593000166 - PRATI DONADUZZI & CIA LTDA;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;125680328
ORAICE;CLORETO DE SÓDIO;28614626000107 - LABORATÓRIO DE EXTRATOS ALERGÊNICOS LTDA;SOLUÇÕES SALINAS;117290015
TANSUDART;CLORIDRATO DE TANSULOSINA;33247743000110 - GLAXOSMITHKLINE BRASIL LTDA;OUTROS PRODUTOS COM ACAO NO TRATO URINARIO;101070359
Fluad Tetra;CEPA INFLUENZA TIPO A (H1N1) + CEPA INFLUENZA TIPO A (H3N2) + CEPA INFLUENZA TIPO B;62969589000198 - CSL BEHRING COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA;VACINAS;101510134
BORTECIP;BORTEZOMIBE;18268051000164 - CIPLA BRASIL IMPORTADORA E DISTRIBUIDORA DE MEDICAMENTOS LTDA;ANTINEOPLASICO;115410015
CEFTON;CEFOXITINA SÓDICA;58430828000160 - BLAU FARMACÊUTICA S.A.;CEFALOSPORINAS;116370188
COGNEN;VIMPOCETINA;05090043000129 - DROXTER INDUSTRIA, COMÉRCIO E PARTICIPAÇÕES LTDA;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;156650004
GABA ER;DIVALPROATO DE SÓDIO;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;ANTICONVULSIVANTES;100431453
GLEMPA;EMPAGLIFLOZINA;57507378000365 - EMS S/A;ANTIDIABETICOS;102351414
HYSTALOR;DESLORATADINA;03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A;ANTI-HISTAMINICOS SISTEMICOS;154230334
